EmployeeNumber,Age,Gender,Department,JobRole,Education,EducationField,MaritalStatus,MonthlyIncome,ExpectedSalary,CompRatio,CompSegment,PercentSalaryHike,PerformanceRating,StockOptionLevel,StockMultiplier,OverTime,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,TrainingTimesLastYear,BusinessTravel,DistanceFromHome,IncentiveEligible,SimulatedPayout,RiskScore,AttritionRisk,Attrition,AttritionFlag
148,54,Female,Human Resources,Manager,3,Human Resources,Single,17328,10825.360858367752,1.6006856701322671,Overpaid,12,3,0,1.0,Yes,5,3,4,4,23,2,4,4,3,3,3,Non-Travel,26,0,0.0,45,Medium,No,0
150,24,Male,Research & Development,Laboratory Technician,1,Life Sciences,Married,2774,4271.795854310159,0.6493756009433569,Underpaid,12,3,1,1.1,No,5,3,1,2,6,0,3,2,3,3,2,Travel_Rarely,18,1,4394.0160000000005,30,Medium,No,0
151,34,Female,Research & Development,Research Scientist,4,Life Sciences,Divorced,4505,6302.260001312073,0.7148229363850588,Underpaid,15,3,1,1.1,No,1,0,0,0,12,6,2,3,3,3,3,Travel_Rarely,6,0,0.0,45,Medium,No,0
152,37,Male,Sales,Sales Executive,3,Life Sciences,Single,7428,7216.7683564237495,1.0292695612695162,Fair,12,3,0,1.0,No,5,3,1,3,12,2,4,3,3,1,3,Travel_Rarely,3,1,10696.32,0,Stable,No,0
153,34,Female,Research & Development,Manager,3,Medical,Single,11631,7604.038263800151,1.5295819926854703,Overpaid,12,3,0,1.0,No,11,10,5,8,14,2,1,3,3,4,6,Travel_Rarely,5,0,0.0,35,Medium,No,0
154,36,Female,Sales,Sales Executive,2,Technical Degree,Married,9738,6430.66099490766,1.5143077838672214,Overpaid,14,3,1,1.1,No,9,7,2,8,10,0,4,2,3,3,6,Travel_Frequently,11,0,0.0,0,Stable,No,0
155,36,Female,Research & Development,Laboratory Technician,2,Life Sciences,Divorced,2835,4295.252715408846,0.6600310128038995,Underpaid,22,4,1,1.1,No,1,0,0,0,7,5,4,1,3,1,2,Travel_Rarely,3,0,0.0,30,Medium,No,0
158,43,Male,Sales,Manager,2,Life Sciences,Married,16959,14142.529544311321,1.1991489886490336,Overpaid,12,3,2,1.2,Yes,25,12,4,12,25,1,4,3,4,4,3,Travel_Frequently,26,0,0.0,45,Medium,No,0
159,30,Male,Research & Development,Research Scientist,3,Life Sciences,Divorced,2613,5379.814036220498,0.48570452108707485,Underpaid,25,4,3,1.3,No,10,7,0,9,10,1,3,1,2,3,2,Travel_Frequently,23,1,10190.7,30,Medium,No,0
160,33,Male,Sales,Sales Executive,2,Marketing,Married,6146,5422.032710199472,1.1335232243137636,Fair,13,3,1,1.1,No,7,7,0,7,8,0,2,3,4,1,2,Non-Travel,22,1,10546.536000000002,15,Stable,No,0
161,56,Female,Research & Development,Research Scientist,4,Life Sciences,Married,4963,4079.141946141927,1.2166774447979263,Overpaid,18,3,3,1.3,Yes,5,4,4,3,7,9,2,2,3,1,2,Travel_Rarely,14,0,0.0,60,High,Yes,1
162,51,Male,Research & Development,Research Director,3,Life Sciences,Single,19537,11593.404022696064,1.6851823641920003,Overpaid,13,3,0,1.0,No,20,18,15,15,23,7,3,1,3,3,5,Travel_Rarely,6,0,0.0,20,Stable,No,0
163,31,Male,Sales,Sales Executive,4,Life Sciences,Married,6172,7046.581270185528,0.8758857328608513,Fair,18,3,0,1.0,Yes,7,7,7,7,12,4,3,2,2,2,3,Travel_Rarely,6,0,0.0,45,Medium,Yes,1
164,26,Female,Research & Development,Research Scientist,3,Other,Married,2368,3266.8676661488985,0.7248533586276189,Underpaid,19,3,0,1.0,No,5,4,4,3,5,1,2,3,2,3,3,Travel_Rarely,6,1,5399.04,65,High,No,0
165,58,Female,Research & Development,Healthcare Representative,4,Medical,Married,10312,21041.34496578591,0.49008274027956555,Underpaid,12,3,1,1.1,No,40,10,15,6,40,1,4,4,2,4,3,Travel_Rarely,23,1,16334.208,50,High,Yes,1
167,19,Male,Sales,Sales Representative,1,Marketing,Single,1675,1781.7552653716011,0.9400842150174107,Fair,19,3,0,1.0,Yes,0,0,0,0,0,1,3,4,2,4,2,Travel_Rarely,22,0,0.0,25,Medium,Yes,1
169,22,Male,Research & Development,Laboratory Technician,1,Technical Degree,Married,2523,2854.6842632587613,0.8838105259037903,Fair,14,3,1,1.1,No,2,1,2,1,3,0,4,3,3,3,2,Travel_Rarely,2,1,4662.504000000001,0,Stable,No,0
170,49,Female,Research & Development,Manufacturing Director,4,Medical,Married,6567,8503.156627162745,0.7723014273337236,Underpaid,14,3,0,1.0,No,15,11,5,11,16,1,1,3,2,3,2,Travel_Rarely,20,1,11032.560000000001,65,High,No,0
171,43,Female,Research & Development,Research Scientist,3,Medical,Single,4739,9101.92513839285,0.5206590834295499,Underpaid,12,3,0,1.0,No,3,2,1,2,18,4,3,2,3,4,2,Travel_Frequently,28,1,6824.16,30,Medium,No,0
174,50,Female,Sales,Sales Executive,3,Marketing,Single,9208,8900.74031047283,1.0345206891572425,Fair,11,3,0,1.0,No,2,2,2,1,16,4,4,3,3,4,3,Travel_Frequently,12,1,12154.56,0,Stable,No,0
175,31,Female,Sales,Sales Executive,3,Life Sciences,Married,4559,3502.4563737198255,1.3016578976422937,Overpaid,11,3,1,1.1,Yes,2,2,2,2,4,3,3,2,3,3,2,Travel_Rarely,20,0,0.0,25,Medium,Yes,1
176,41,Male,Sales,Sales Executive,1,Life Sciences,Divorced,8189,7417.814693832299,1.1039639486827462,Fair,13,3,1,1.1,Yes,9,7,0,7,12,3,3,3,3,3,2,Travel_Rarely,9,0,0.0,25,Medium,No,0
177,26,Female,Human Resources,Human Resources,1,Life Sciences,Married,2942,4125.355217775221,0.713150709379786,Underpaid,23,4,1,1.1,No,8,7,5,7,8,1,3,3,3,4,3,Travel_Rarely,25,1,8931.912,50,High,No,0
178,36,Male,Research & Development,Manufacturing Director,2,Medical,Divorced,4941,4142.19799639992,1.192844959196624,Overpaid,20,4,2,1.2,No,3,2,0,1,7,6,2,2,3,4,0,Travel_Rarely,6,0,0.0,15,Stable,No,0
179,51,Male,Research & Development,Manufacturing Director,4,Life Sciences,Single,10650,9235.080754799117,1.1532113559987662,Overpaid,15,3,0,1.0,No,4,2,0,3,18,2,4,1,3,4,2,Travel_Frequently,8,0,0.0,0,Stable,Yes,1
182,39,Female,Sales,Sales Executive,4,Life Sciences,Married,5902,9539.861752808258,0.6186672462274019,Underpaid,14,3,1,1.1,No,15,11,5,9,17,4,3,4,4,3,1,Travel_Rarely,4,1,10906.896,50,High,No,0
183,25,Male,Sales,Sales Executive,3,Life Sciences,Married,8639,4402.170363178659,1.9624410886638357,Overpaid,18,3,0,1.0,No,2,2,2,2,6,2,3,1,3,4,3,Travel_Rarely,28,0,0.0,0,Stable,No,0
184,30,Male,Human Resources,Human Resources,3,Human Resources,Married,6347,6082.322472306967,1.043515865674357,Fair,19,3,0,1.0,Yes,11,9,4,7,12,0,4,3,1,4,2,Travel_Rarely,9,0,0.0,45,Medium,No,0
190,32,Female,Research & Development,Laboratory Technician,3,Medical,Single,4200,5583.55090860823,0.7522094933395892,Underpaid,22,4,0,1.0,No,5,4,0,4,10,7,1,1,4,1,2,Travel_Rarely,9,1,11088.0,45,Medium,Yes,1
192,45,Male,Research & Development,Research Scientist,3,Medical,Single,3452,5072.837374685801,0.6804870223567553,Underpaid,13,3,0,1.0,No,6,5,0,3,9,5,4,3,2,2,2,Travel_Rarely,29,1,5385.12,30,Medium,No,0
193,38,Female,Research & Development,Research Scientist,5,Technical Degree,Single,4317,9112.024626508115,0.4737695711929116,Underpaid,20,4,0,1.0,Yes,3,2,2,2,19,3,3,4,3,2,2,Travel_Rarely,3,0,0.0,55,High,No,0
194,30,Female,Research & Development,Research Scientist,3,Life Sciences,Single,2632,3266.8676661488985,0.8056647127989414,Underpaid,14,3,0,1.0,No,5,4,0,4,5,1,3,1,2,3,4,Travel_Rarely,18,1,4421.76,30,Medium,No,0
195,32,Male,Sales,Sales Executive,2,Medical,Divorced,4668,5926.346852553565,0.7876690507894649,Underpaid,17,3,3,1.3,No,8,7,0,7,9,0,4,4,4,4,2,Travel_Frequently,9,1,12379.536000000002,30,Medium,No,0
197,30,Female,Research & Development,Research Scientist,3,Technical Degree,Divorced,3204,4603.35519109868,0.6960140738640903,Underpaid,14,3,1,1.1,No,3,2,2,2,8,5,1,4,3,4,3,Travel_Rarely,5,1,5920.992000000001,45,Medium,No,0
198,30,Male,Research & Development,Laboratory Technician,1,Medical,Single,2720,4271.795854310159,0.6367345474282375,Underpaid,13,3,0,1.0,No,5,3,1,2,6,0,4,2,3,4,3,Travel_Rarely,2,1,4243.2,30,Medium,No,0
199,41,Male,Research & Development,Manager,3,Life Sciences,Divorced,17181,10726.870308429134,1.6016787288366148,Overpaid,13,3,1,1.1,No,7,6,7,7,21,4,1,4,2,2,2,Travel_Frequently,10,0,0.0,35,Medium,No,0
200,41,Male,Research & Development,Laboratory Technician,4,Life Sciences,Married,2238,4338.201886975943,0.5158819387172542,Underpaid,21,4,1,1.1,No,5,0,1,4,7,2,1,3,3,4,2,Travel_Rarely,9,1,6203.736000000001,45,Medium,No,0
201,19,Female,Research & Development,Laboratory Technician,1,Medical,Single,1483,1948.4285441806928,0.7611261929154277,Underpaid,14,3,0,1.0,No,1,0,0,0,1,1,2,2,3,4,3,Travel_Rarely,3,0,0.0,45,Medium,No,0
202,40,Female,Research & Development,Research Scientist,3,Medical,Divorced,5605,10687.833547443981,0.5244280775069189,Underpaid,11,3,1,1.1,No,20,7,2,13,20,1,2,2,3,1,2,Travel_Frequently,26,1,8138.460000000001,45,Medium,No,0
204,35,Male,Sales,Sales Executive,5,Marketing,Married,7295,6174.883596129478,1.1813987885654444,Overpaid,13,3,2,1.2,No,10,8,0,6,10,1,2,3,3,1,3,Travel_Rarely,1,0,0.0,15,Stable,No,0
205,53,Male,Sales,Sales Representative,2,Marketing,Married,2306,7323.370507040316,0.31488233427260426,Underpaid,20,4,1,1.1,Yes,7,7,4,5,13,2,3,2,1,4,3,Travel_Rarely,6,0,0.0,75,High,No,0
206,45,Male,Research & Development,Laboratory Technician,3,Life Sciences,Divorced,2348,10760.907625053856,0.218197208062015,Underpaid,18,3,1,1.1,No,17,9,0,15,20,8,2,2,1,3,2,Travel_Rarely,9,1,5578.848,45,Medium,No,0
207,32,Female,Sales,Sales Executive,3,Marketing,Single,8998,5845.448872706994,1.5393172014578032,Overpaid,14,3,0,1.0,No,9,8,3,7,9,1,4,2,3,4,2,Travel_Frequently,8,0,0.0,0,Stable,No,0
208,29,Male,Research & Development,Manufacturing Director,1,Technical Degree,Married,4319,5985.709721082047,0.7215518628957582,Underpaid,13,3,1,1.1,No,10,7,0,9,10,1,3,4,3,1,1,Non-Travel,1,1,7411.404000000001,30,Medium,No,0
211,51,Male,Research & Development,Manufacturing Director,4,Medical,Married,6132,5568.684190100635,1.1011577943135586,Fair,17,3,0,1.0,No,1,0,0,0,10,2,3,2,3,3,2,Travel_Rarely,7,0,0.0,0,Stable,No,0
214,58,Female,Research & Development,Research Scientist,3,Medical,Married,3346,4775.250638907085,0.7006962048730915,Underpaid,20,4,1,1.1,Yes,1,0,0,0,9,4,2,2,2,2,3,Travel_Rarely,9,0,0.0,70,High,No,0
215,40,Male,Sales,Sales Executive,4,Marketing,Married,10855,8476.776320475394,1.280557559809627,Overpaid,11,3,1,1.1,No,12,11,2,11,15,7,4,3,2,1,2,Travel_Rarely,4,0,0.0,0,Stable,No,0
216,34,Female,Sales,Sales Representative,4,Marketing,Married,2231,4292.660441833067,0.5197243132157247,Underpaid,18,3,1,1.1,No,4,3,1,2,6,6,3,3,3,4,3,Travel_Frequently,2,1,5300.856000000001,30,Medium,No,0
217,22,Male,Research & Development,Research Scientist,1,Medical,Married,2323,1759.757406346569,1.3200683182932462,Overpaid,24,4,2,1.2,No,2,2,2,2,2,1,4,3,3,1,6,Travel_Rarely,19,0,0.0,0,Stable,No,0
218,27,Male,Research & Development,Research Scientist,3,Medical,Divorced,2024,3649.1840540151693,0.5546445369816324,Underpaid,18,3,1,1.1,No,2,2,2,2,6,6,2,4,1,4,1,Non-Travel,9,1,4809.024,45,Medium,No,0
221,28,Male,Research & Development,Research Scientist,3,Medical,Married,2713,3362.698502159783,0.8067925204289065,Underpaid,11,3,1,1.1,No,5,2,0,2,5,1,4,3,1,3,2,Travel_Rarely,21,1,3939.2760000000003,30,Medium,No,0
223,57,Male,Research & Development,Healthcare Representative,2,Life Sciences,Divorced,9439,7049.63629146825,1.3389343236648183,Overpaid,16,3,1,1.1,Yes,5,3,1,4,12,3,4,3,1,2,2,Travel_Rarely,24,0,0.0,25,Medium,No,0
224,27,Male,Research & Development,Research Scientist,3,Medical,Divorced,2566,1393.3573507488495,1.8415950499855063,Overpaid,15,3,1,1.1,Yes,1,1,0,1,1,1,3,3,2,4,2,Non-Travel,3,0,0.0,25,Medium,No,0
226,50,Female,Research & Development,Manager,3,Life Sciences,Single,19926,10713.786849190663,1.8598465958378894,Overpaid,15,3,0,1.0,No,5,4,4,4,21,3,2,3,3,2,5,Travel_Rarely,11,0,0.0,35,Medium,No,0
227,41,Male,Research & Development,Research Scientist,3,Life Sciences,Divorced,2451,6891.890542461173,0.3556353637509629,Underpaid,12,3,1,1.1,No,9,8,1,8,13,4,3,1,3,1,2,Travel_Rarely,14,1,3882.3840000000005,30,Medium,No,0
228,30,Female,Sales,Sales Executive,3,Life Sciences,Married,9419,7201.561586514479,1.3079107755792658,Overpaid,12,3,1,1.1,No,10,9,7,4,12,2,4,2,3,3,2,Travel_Rarely,5,0,0.0,20,Stable,No,0
230,38,Female,Sales,Sales Executive,4,Life Sciences,Single,8686,7027.822002149432,1.235944791621561,Overpaid,22,4,0,1.0,No,8,3,0,7,12,4,4,1,4,3,2,Travel_Rarely,1,0,0.0,0,Stable,No,0
231,32,Male,Research & Development,Research Scientist,5,Life Sciences,Single,3038,4176.681143722995,0.727371780478315,Underpaid,20,4,0,1.0,No,5,4,1,4,8,3,3,3,3,1,2,Travel_Rarely,6,1,7291.200000000001,30,Medium,No,0
233,27,Male,Research & Development,Research Scientist,3,Technical Degree,Married,3058,3812.5554968891997,0.8020866850318983,Underpaid,16,3,1,1.1,Yes,5,2,1,1,6,0,2,3,2,4,3,Travel_Rarely,17,0,0.0,70,High,No,0
235,19,Female,Sales,Sales Representative,1,Technical Degree,Single,2325,1966.734172418475,1.1821628121409864,Overpaid,21,4,0,1.0,No,0,0,0,0,1,0,1,3,4,1,5,Travel_Frequently,1,0,0.0,15,Stable,Yes,1
238,36,Male,Research & Development,Laboratory Technician,2,Medical,Single,2088,7305.064878802534,0.28582908360729997,Underpaid,12,3,0,1.0,No,8,7,7,2,13,4,2,4,2,3,3,Travel_Frequently,3,1,3006.72,65,High,No,0
239,30,Male,Research & Development,Laboratory Technician,3,Medical,Divorced,3072,6889.765929095133,0.44587871803120327,Underpaid,11,3,2,1.2,No,12,9,6,10,12,1,1,3,3,3,4,Non-Travel,9,1,4866.048,65,High,No,0
240,45,Female,Sales,Sales Executive,2,Life Sciences,Divorced,5006,5906.721663695862,0.8475090388578973,Underpaid,11,3,1,1.1,Yes,5,4,0,3,9,4,1,3,4,1,3,Travel_Rarely,4,0,0.0,70,High,No,0
241,56,Female,Research & Development,Research Scientist,3,Life Sciences,Divorced,4257,9497.324985497591,0.4482314763894503,Underpaid,18,3,1,1.1,Yes,2,2,2,2,19,4,1,3,3,3,3,Travel_Rarely,8,0,0.0,70,High,No,0
242,33,Male,Research & Development,Research Scientist,3,Life Sciences,Single,2500,2851.8426301864547,0.8766262112564567,Fair,14,3,0,1.0,No,3,1,0,2,4,0,4,3,4,1,2,Travel_Rarely,2,1,4200.0,0,Stable,No,0
243,19,Male,Research & Development,Laboratory Technician,3,Life Sciences,Single,1102,1508.671037566539,0.7304441939692217,Underpaid,22,4,0,1.0,No,1,0,1,0,1,1,4,2,2,3,3,Travel_Rarely,2,0,0.0,30,Medium,Yes,1
244,46,Female,Sales,Sales Executive,2,Marketing,Divorced,10453,12993.14553977445,0.804501109296545,Underpaid,25,4,3,1.3,No,24,13,15,7,24,1,1,2,3,3,2,Travel_Rarely,1,1,40766.700000000004,65,High,No,0
245,38,Female,Research & Development,Laboratory Technician,2,Life Sciences,Single,2288,2269.472141058097,1.0081639508177724,Fair,12,3,0,1.0,No,2,2,2,1,2,1,4,3,3,3,3,Travel_Rarely,9,1,3294.72,0,Stable,No,0
246,31,Female,Research & Development,Research Scientist,1,Medical,Married,3929,4117.956675243007,0.9541139720145655,Fair,23,4,1,1.1,Yes,4,2,0,2,7,8,4,3,3,3,0,Travel_Rarely,12,0,0.0,25,Medium,No,0
247,34,Female,Research & Development,Research Scientist,2,Medical,Single,2311,5140.651895293902,0.44955387897703103,Underpaid,15,3,0,1.0,No,3,2,1,2,9,2,2,4,3,4,3,Travel_Rarely,27,1,4159.8,45,Medium,No,0
248,41,Female,Sales,Sales Representative,2,Marketing,Single,3140,3302.9477836233013,0.9506659522650555,Fair,22,4,0,1.0,Yes,4,3,0,2,4,1,2,2,2,4,5,Travel_Rarely,20,0,0.0,40,Medium,Yes,1
249,50,Male,Research & Development,Laboratory Technician,3,Medical,Married,3690,3586.06056340522,1.0289842948151668,Fair,15,3,1,1.1,No,3,2,0,2,5,2,3,3,2,4,2,Travel_Rarely,1,1,7306.200000000001,0,Stable,No,0
250,53,Female,Research & Development,Manufacturing Director,2,Medical,Divorced,4450,3561.8192422483066,1.2493615473847157,Overpaid,11,3,2,1.2,No,4,2,1,3,5,1,1,4,3,3,3,Travel_Rarely,13,0,0.0,15,Stable,No,0
252,33,Female,Research & Development,Research Scientist,3,Medical,Married,2756,4636.063839194852,0.5944698122359411,Underpaid,13,3,1,1.1,No,8,7,1,6,8,1,2,4,3,4,5,Travel_Rarely,14,1,4729.296000000001,45,Medium,No,0
253,40,Female,Research & Development,Manager,1,Medical,Married,19033,11513.861810470655,1.6530509322850717,Overpaid,14,3,1,1.1,No,20,8,9,9,21,1,3,4,3,2,2,Travel_Rarely,4,0,0.0,20,Stable,No,0
254,55,Male,Research & Development,Research Director,4,Medical,Single,18722,17715.68008922771,1.0568039107561102,Fair,11,3,0,1.0,No,24,15,2,15,36,8,2,3,3,4,3,Travel_Rarely,14,1,24713.04,15,Stable,No,0
256,34,Male,Research & Development,Manufacturing Director,1,Life Sciences,Married,9547,5889.878885071162,1.6209161828774434,Overpaid,17,3,0,1.0,No,10,9,1,9,10,1,3,4,2,3,2,Travel_Frequently,2,0,0.0,0,Stable,No,0
258,51,Female,Research & Development,Healthcare Representative,3,Medical,Single,13734,10928.162157794784,1.256752947265143,Overpaid,18,3,0,1.0,No,7,7,1,0,21,3,2,4,3,3,6,Travel_Rarely,3,0,0.0,15,Stable,No,0
259,52,Male,Research & Development,Manager,4,Life Sciences,Married,19999,17328.472352622037,1.1541121221210175,Overpaid,14,3,1,1.1,No,33,18,11,9,34,0,3,3,3,1,5,Travel_Rarely,1,0,0.0,20,Stable,No,0
260,27,Female,Research & Development,Research Scientist,3,Medical,Single,2279,4131.749696840759,0.5515822998045069,Underpaid,16,3,0,1.0,No,7,7,0,3,7,1,2,4,2,4,2,Travel_Rarely,9,1,4375.68,45,Medium,No,0
261,35,Male,Research & Development,Manufacturing Director,2,Life Sciences,Married,5916,4843.8496195734115,1.2213426230439026,Overpaid,13,3,0,1.0,Yes,1,0,0,1,8,3,3,2,3,1,1,Travel_Rarely,23,0,0.0,25,Medium,Yes,1
262,43,Male,Research & Development,Research Scientist,3,Medical,Divorced,2089,4166.581655607732,0.5013702292833864,Underpaid,14,3,3,1.3,No,5,4,2,2,7,4,4,4,4,4,3,Non-Travel,7,1,4562.376000000001,30,Medium,No,0
264,45,Male,Research & Development,Manager,2,Medical,Married,16792,11611.401008051726,1.446164850249843,Overpaid,23,4,1,1.1,No,20,8,11,8,22,9,4,1,3,4,1,Non-Travel,2,0,0.0,20,Stable,No,0
267,37,Male,Research & Development,Research Scientist,3,Life Sciences,Married,3564,4636.063839194852,0.7687555917303679,Underpaid,12,3,1,1.1,Yes,8,7,1,7,8,1,1,2,2,1,3,Travel_Rarely,21,0,0.0,70,High,No,0
269,35,Female,Research & Development,Laboratory Technician,3,Medical,Single,4425,5998.716979926336,0.7376577382809514,Underpaid,11,3,0,1.0,No,6,2,1,2,10,5,2,2,3,4,5,Travel_Frequently,2,1,5841.0,45,Medium,No,0
270,42,Female,Research & Development,Manufacturing Director,2,Medical,Divorced,5265,6267.502940244042,0.8400474718875829,Underpaid,16,3,1,1.1,No,5,3,0,2,11,2,3,3,3,2,5,Non-Travel,21,1,11119.680000000002,30,Medium,No,0
271,38,Male,Research & Development,Manufacturing Director,4,Life Sciences,Married,6553,7368.112169018302,0.8893729967296489,Fair,14,3,0,1.0,No,1,0,0,0,14,9,3,4,3,2,3,Travel_Rarely,2,0,0.0,0,Stable,No,0
273,38,Male,Research & Development,Manufacturing Director,3,Technical Degree,Married,6261,5197.6018645469885,1.204593996070858,Overpaid,18,3,1,1.1,No,7,7,1,7,9,3,4,4,1,1,3,Travel_Rarely,29,0,0.0,0,Stable,No,0
274,27,Male,Research & Development,Manufacturing Director,1,Technical Degree,Married,4298,3990.2016511941756,1.0771385447935213,Fair,19,3,1,1.1,No,2,2,2,0,6,5,1,3,3,3,1,Travel_Frequently,1,1,10779.384000000002,15,Stable,No,0
275,49,Male,Research & Development,Manufacturing Director,4,Life Sciences,Divorced,6804,4210.448165622349,1.6159799936628116,Overpaid,15,3,2,1.2,Yes,7,7,1,7,7,1,4,4,3,1,0,Non-Travel,18,0,0.0,25,Medium,No,0
277,34,Male,Research & Development,Research Scientist,4,Medical,Divorced,3815,3227.3433746885353,1.1820867992914383,Overpaid,17,3,1,1.1,Yes,5,3,2,0,5,1,3,4,4,4,4,Travel_Frequently,10,0,0.0,25,Medium,No,0
281,40,Male,Research & Development,Laboratory Technician,2,Medical,Married,2741,8389.8988106639,0.3267023907983346,Underpaid,15,3,1,1.1,Yes,7,2,3,7,15,8,4,3,4,3,2,Travel_Rarely,19,0,0.0,55,High,No,0
282,38,Male,Research & Development,Healthcare Representative,1,Medical,Married,6673,9312.27863809876,0.7165807918052581,Underpaid,19,3,0,1.0,Yes,1,0,0,0,17,7,1,2,3,2,2,Travel_Rarely,29,0,0.0,70,High,Yes,1
283,29,Female,Sales,Sales Executive,3,Marketing,Married,7639,6276.546599400314,1.2170705465215315,Overpaid,22,4,3,1.3,No,10,4,1,9,10,1,4,2,2,4,3,Travel_Rarely,27,0,0.0,0,Stable,Yes,1
284,22,Male,Research & Development,Research Scientist,3,Life Sciences,Divorced,2328,2858.384359805689,0.8144461020484508,Underpaid,16,3,1,1.1,Yes,4,2,2,2,4,1,2,4,2,1,2,Travel_Rarely,5,0,0.0,70,High,No,0
286,36,Female,Research & Development,Laboratory Technician,1,Medical,Single,2153,5430.7121226539075,0.3964489281283909,Underpaid,13,3,0,1.0,No,8,1,1,7,8,1,4,2,3,1,2,Travel_Frequently,18,1,3358.6800000000003,30,Medium,No,0
287,40,Male,Research & Development,Healthcare Representative,5,Life Sciences,Married,4876,3577.319322721004,1.3630318012234885,Overpaid,14,3,1,1.1,No,3,2,0,2,5,9,4,4,1,4,5,Non-Travel,9,0,0.0,0,Stable,No,0
288,46,Male,Research & Development,Healthcare Representative,4,Medical,Divorced,9396,9117.50011656449,1.0305456407869453,Fair,16,3,1,1.1,No,4,2,0,3,17,7,1,4,3,3,3,Travel_Rarely,1,1,19844.352000000003,15,Stable,No,0
291,32,Male,Sales,Sales Executive,4,Medical,Married,10400,8279.579875011657,1.2561023816423242,Overpaid,11,3,0,1.0,No,14,8,9,8,14,1,4,4,2,3,2,Travel_Rarely,4,0,0.0,20,Stable,Yes,1
292,30,Male,Research & Development,Manufacturing Director,1,Life Sciences,Single,8474,6627.087352477572,1.278691459654889,Overpaid,22,4,0,1.0,No,11,8,5,8,12,1,3,3,3,3,2,Non-Travel,1,0,0.0,20,Stable,No,0
293,27,Female,Sales,Sales Executive,3,Life Sciences,Single,9981,4884.736006004248,2.0433038730714403,Overpaid,14,3,0,1.0,No,7,7,0,7,7,1,3,4,3,4,2,Travel_Frequently,20,0,0.0,0,Stable,No,0
296,51,Male,Research & Development,Research Director,4,Life Sciences,Married,12490,8243.63263592655,1.5151087574629867,Overpaid,16,3,2,1.2,No,10,9,4,7,16,5,2,2,1,4,5,Travel_Rarely,8,0,0.0,35,Medium,No,0
297,30,Female,Research & Development,Research Scientist,3,Technical Degree,Single,2657,4712.269486348034,0.5638472094385992,Underpaid,11,3,0,1.0,Yes,5,2,0,4,8,5,1,4,3,3,5,Travel_Rarely,3,0,0.0,70,High,Yes,1
298,41,Female,Sales,Manager,3,Life Sciences,Single,13591,9274.390355353826,1.465433249976838,Overpaid,18,3,0,1.0,Yes,1,0,0,0,16,3,4,4,3,3,3,Travel_Rarely,6,0,0.0,25,Medium,No,0
299,30,Female,Sales,Sales Executive,4,Marketing,Single,6696,5834.21481039437,1.147712283077108,Fair,15,3,0,1.0,No,6,3,0,1,9,5,1,3,2,3,5,Travel_Frequently,26,1,12052.8,15,Stable,Yes,1
300,29,Male,Research & Development,Research Scientist,3,Technical Degree,Single,2058,4316.869639243294,0.4767343403866946,Underpaid,14,3,0,1.0,No,6,2,1,5,7,0,3,3,2,4,1,Travel_Rarely,1,1,3457.4400000000005,30,Medium,Yes,1
302,45,Female,Sales,Sales Executive,3,Medical,Single,8865,12735.933693171042,0.6960620409600106,Underpaid,12,3,0,1.0,No,19,7,12,8,23,6,4,4,3,4,2,Non-Travel,6,1,12765.6,50,High,No,0
303,54,Female,Sales,Sales Executive,3,Marketing,Married,5940,9118.568900971535,0.6514180091754447,Underpaid,14,3,1,1.1,No,6,2,0,5,16,2,1,4,3,4,4,Travel_Rarely,3,1,10977.12,45,Medium,No,0
304,36,Male,Research & Development,Laboratory Technician,2,Life Sciences,Single,5914,8735.259929092399,0.6770262187967279,Underpaid,16,3,0,1.0,No,13,11,3,7,16,8,2,4,4,4,3,Travel_Rarely,5,1,11354.880000000001,45,Medium,No,0
